fips,state,county,year,obesity_pct,inactivity_pct
NA,NA,NA,2023,35.2,24.1
NA,NA,NA,2023,35.9,23
NA,NA,NA,2023,34.9,24.4
NA,NA,NA,2023,35.5,26
NA,NA,NA,2023,28.3,20.6
NA,NA,NA,2023,36.1,24.7
NA,NA,NA,2023,36.5,24.6
NA,NA,NA,2023,35.1,23.3
NA,NA,NA,2023,38.9,26.7
NA,NA,NA,2023,37,24.7
NA,NA,NA,2023,37.80000000000001,27.1
NA,NA,NA,2023,37.5,25.5
NA,NA,NA,2023,38.5,28.3
NA,NA,NA,2023,36.7,25.3
NA,NA,NA,2023,34.9,22.2
NA,NA,NA,2023,36.2,25.2
NA,NA,NA,2023,35.1,24
NA,NA,NA,2023,36.9,26.7
NA,NA,NA,2023,35.4,23.3
NA,NA,NA,2023,34.5,23.2
NA,NA,NA,2023,35.9,26.8
NA,NA,NA,2023,38.80000000000001,26.9
NA,NA,NA,2023,35,23.8
NA,NA,NA,2023,37,26.3
NA,NA,NA,2023,33.80000000000001,21.9
NA,NA,NA,2023,37,22.2
NA,NA,NA,2023,37.1,25.8
NA,NA,NA,2023,35,23.9
NA,NA,NA,2023,40.6,25.9
NA,NA,NA,2023,35.4,20.7
NA,NA,NA,2023,37.9,27.1
NA,NA,NA,2023,30.9,22.1
NA,NA,NA,2023,35.80000000000001,24.7
NA,NA,NA,2023,38.5,27.3
NA,NA,NA,2023,36.6,24.8
NA,NA,NA,2023,36.4,25.6
NA,NA,NA,2023,36.4,24.4
NA,NA,NA,2023,35.7,24.6
NA,NA,NA,2023,34.80000000000001,20.8
NA,NA,NA,2023,36.1,22.3
NA,NA,NA,2023,37,25.7
NA,NA,NA,2023,37.9,25.5
NA,NA,NA,2023,39.5,23
NA,NA,NA,2023,36,26.4
NA,NA,NA,2023,35,24
NA,NA,NA,2023,37.4,25.9
NA,NA,NA,2023,38.30000000000001,26.7
NA,NA,NA,2023,35.7,21.8
NA,NA,NA,2023,36.6,24.8
NA,NA,NA,2023,34.6,18.9
NA,NA,NA,2023,38,25.7
NA,NA,NA,2023,35.6,27.3
NA,NA,NA,2023,36.4,24.6
NA,NA,NA,2023,37.2,24.2
NA,NA,NA,2023,35.80000000000001,24.4
NA,NA,NA,2023,40.1,28.9
NA,NA,NA,2023,33.30000000000001,20.4
NA,NA,NA,2023,39.30000000000001,26.7
NA,NA,NA,2023,38.7,28
NA,NA,NA,2023,42.9,30.8
NA,NA,NA,2023,34.7,23.3
